uri,type,title,description,spatial
https://id.erfgoed.net/themas/7235,Thema,Knokkestraat (Heist)," (zie ook: Knokke, Knokkestraat; Heist, Duinbergen) Rechte weg tussen Knokke en Heist, aangelegd in 1891 als eerste rechtstreekse verbinding tussen de twee dorpskernen gr.m. volgens het tracé van een zandweg,  die o.m. op de Ferrariskaart (1770-1778) wordt aangeduid. Vroeger moest het  zwaardere verkeer om via Westkapelle. Loopt in Heist ten zuiden langs de Elisabetlaan, waardoor enkel bebouwd aa",Knokkestraat (Knokke-Heist)
https://id.erfgoed.net/themas/7367,Thema,Knokkestraat (Duinbergen)," Rechte weg tussen Knokke en Heist, aangelegd in 1891 als eerste rechtstreekse verbinding tussen de twee dorpskernen gr.m. volgens het tracé van een zandweg, die o.m. op de Ferrariskaart (1770-1778) wordt aangeduid. Vroeger moest het zwaardere verkeer om via Westkapelle. Loopt in Duinbergen vanaf de Krommedijk tot ongeveer aan de Asterstraat. Het gedeelte rond de Duinbergenlaan is voorzien van ri",Knokkestraat (Knokke-Heist)
https://id.erfgoed.net/themas/7236,Thema,Konijnendreef,"  Rechte laan tussen de Astridlaan ten noorden en haaks aansluitend op  de Zoutelaan ten zuiden. Reeds aangelegd op het einde van de 19de eeuw,  cf. ca. 1890 door de Watering van de Zoutepolder afgezoomd met knotwilgen  om verdere opstuiving van de duinen te vermijden, naar het voorbeeld van  de Zoutelaan in 1888. Thans bebouwd met losstaande villa's opklimmend  tot het tweede kwart van de 20ste ",Konijnendreef (Knokke-Heist)
https://id.erfgoed.net/themas/7237,Thema,Koningslaan," Rechte noordzuidstraat als begrenzing tussen het Albertstrand in Knokke-Bad, van het oude dorp van Knokke tot aan de Zeedijk, met een knik ter hoogte van de J. Nellenslaan. Aangelegd ca. 1930 bij de uitbouw van het Albertstrand, de westelijke uitbreiding van Knokke-Bad. Voorheen ""Koninklijke Laan"" genoemd. De bebouwing van de straat is heel heterogeen. Het zuidelijke gedeelte tot aan de Bayauxla",Koningslaan (Knokke-Heist)
https://id.erfgoed.net/themas/7238,Thema,Koudekerkelaan," Koudekerke is de naam van de oudste dorpskern van Heist, die ontstaat op het eind van de 11de eeuw op de terp Zandschere. Pas in de 13de eeuw krijgt het de naam Koudekerke, voordien Oostwinkel of Oostenhemhoek. Deze kern lag in de buurt van het huidige station van Heist. Ca. 1175-1200 ontstaan van de onafhankelijke parochie Koudekerke uit de parochie Lissewege; net als de moederparochie afhankel",Koudekerkelaan (Knokke-Heist)
https://id.erfgoed.net/themas/7365,Thema,Kragendijk (Knokke - Oude Woonkernen)," Landelijke weg vanaf de Smedenstraat tot aan de Kalvekeetdijk in Westkapelle. In de 12de eeuw wordt de Kragendijk of Groene Dijk aangelegd, lopende van Koudekerke via de aanwassen Scharpoord en de latere dorpskern van Knokke naar de Kalveketedijk ten noorden van Westkapelle. In de 19de eeuw wordt de weg op de Kragendijk rechtgetrokken; in 1856 wordt de steenweg op de dijk naar Westkapelle heraan",Kragendijk (Knokke-Heist)
https://id.erfgoed.net/themas/7240,Thema,Krekelpad," Smal, vlak pad tussen de Zeegrasstraat en de Meeuwendreef, geasfalteerd. Pad niet voorzien op het verkavelingplan van Stübben, wordt iets later aangelegd om dichtere bebouwing mogelijk te maken. ",Krekelpad (Knokke-Heist)
https://id.erfgoed.net/themas/7241,Thema,Krokussenpad," Gebogen wandelpad tussen de Duinbergenlaan en de Duinendreef, grote hoogteverschillen, nu geasfalteerd. Behoort tot het verkavelingplan van Stübben, aangelegd in de eerste jaren van de 20ste eeuw.",Krokussenpad (Knokke-Heist)
https://id.erfgoed.net/themas/7242,Thema,Kruindreef," Gebogen smalle straat tussen de Jozef Nellenslaan en de Bergdreef, sterk hellend. Bebouwing bestaande uit villa's.",Kruindreef (Knokke-Heist)
https://id.erfgoed.net/themas/7243,Thema,Kursaalstraat," Rechte noord-zuidgerichte straat van de Marktstraat tot de Elisabetlaan, uitgevend op het Heldenplein. Vroeger ""Pompestraat""; in 1875, bij de bouw van het Kursaal op het Heldenplein, omgedoopt. De Pompestraat ontstaat eind 13de  eeuw bij de ontwikkeling van de nieuwe kern ""Heis"" ten noorden van Koudekerke, als tweede weg naar de zee naast de Evendijk (Westkapellestraat). Langs deze weg ontstaat ",Kursaalstraat (Knokke-Heist)
https://id.erfgoed.net/themas/7244,Thema,Kustlaan (Knokke - Bad)," (zie ook: Het Zoute, Kustlaan)Laan evenwijdig met de Zeedijk, vertrekt bij de Lippenslaan en loopt verder door Het Zoute tot de Zwinlaan. Het gedeelte van de Lippenslaan tot aan de Duindistellaan behoort tot de verkaveling van het consortium Verwee-Van Bunnen-Dumortier; de Kustlaan was ""Rue P"".  De basisbebouwing bestaat uit appartementsgebouwen. De belle epoquebebouwing is volledig verdwenen. D",Kustlaan (Knokke-Heist)
https://id.erfgoed.net/themas/7358,Thema,Kustlaan (Knokke - Het Zoute)," (zie ook Knokke-Bad, Kustlaan) Laan evenwijdig met de Zeedijk, vertrekt in Knokke-Dorp bij de Lippenslaan en loopt vanaf de Duindistelstraat door Het Zoute tot aan de Zwinlaan. Aangelegd in 1909-1910 bij de uitbouw van Het Zoute doorheen de z.g. Kleine Vlakte, aansluitend bij de Kustlaan van Knokke-Bad, samen met enkele loodrecht erop aansluitende ""rampes"" of hellingen die oplopen naar de noorde",Kustlaan (Knokke-Heist)
https://id.erfgoed.net/themas/7245,Thema,Lammekenslaan,"Doodlopende licht gebogen straat ten westen van de Elisabetlaan, gr.m. evenwijdig met de noordelijk gelegen Zoutelaan, eindigend in soort rond plantsoentje. Sedert 1954 z.g. naar de villa van Ganshof Van der Meersch : ""Lammeke Gods"" (nr. 20). Aangelegd vermoedelijk vóór de Eerste Wereldoorlog bij de uitbouw van Het Zoute. Ingang vanuit de Elisabetlaan via een grote drieledige ronboogdoorgang aans",Lammekenslaan (Knokke-Heist)
https://id.erfgoed.net/themas/7246,Thema,Laurierstraat," U-vormige straat tussen de Heester- en de Hulststraat, getrokken in het interbellum als één van de eerste straten rond het Meer van Heist; toen ""Veldweg"" genoemd. Eerste bebouwing in die buurt langs deze straat, bestaande uit interbellumvilla's met pittoreske vormgeving, in ruime tuin, de meeste met aanpassingen; nrs. 11-13/ Heesterstraat, twee-onder-één-kapwoning in pittoreske stijl. ",Laurierstraat (Knokke-Heist)
https://id.erfgoed.net/themas/7247,Thema,Leeuwerikenlaan," Schuin getrokken straat tussen de Zeedijk en de Elisabetlaan, recht tracé. Getrokken in de jaren 1920 in het kader van het tussengebied tussen de uitbreiding van Jozef Nellens en de verkaveling van Stübben. Oorspronkelijke bebouwing bestaande uit losstaande villa's; onderbroken door enkele nieuwe ""villa-appartementen"" en tegen de Zeedijk aan aaneengesloten hoogbouw. ",Leeuwerikenlaan (Knokke-Heist)
https://id.erfgoed.net/themas/7248,Thema,Lentelaan," Rechte straat tussen de Zeedijk en de Elisabetlaan, gelegen in de uitbreidingsverkaveling met als basis de Jozef Nellenslaan.",Lentelaan (Knokke-Heist)
https://id.erfgoed.net/themas/7249,Thema,Leopoldlaan,"  Noord-ooststraat van de Zeedijk tot aan August Dansestraat. Het  consortium Verwee-Van Bunnen-Durmortier (1887) neemt de toenmalige zandweg  op in haar verkavelingplan als ""Rue V"". Pas in 1930 wordt de  straat verhard en aangelegd. Voor die tijd wordt er vrij los langs de weg,  doorheen de duinen gebouwd. Oorspronkelijke naam was Leopold II-laan, in  1938 komt de huidige naam in voege. Bijna al",Leopoldlaan (Knokke-Heist)
https://id.erfgoed.net/themas/7250,Thema,Lippenslaan,"  Eerste tekenen van aanzet tot het ontsluiten van het duinengebied en  het strand met het rechttrekken en kasseien in 1869 van de kronkelige  ""Zeeweg"" van het dorpsplein naar het telegraafkantoortje aan het  strand, in 1894 omgedoopt tot Lippenslaan, uit erkentelijkheid aan de  familie Lippens, die een stuk grond aan de stad hadden geschonken om er  een openbaar marktplein aan te leggen (cf. het",Lippenslaan (Knokke-Heist)
https://id.erfgoed.net/themas/7251,Thema,Lispannenlaan," Kronkelende laan ten zuiden van het Zegemeer, van de Koningslaan tot de Meerlaan. Draagt de naam van de duinpan waarin het Zegemeer uitgegraven wordt in 1924-1925; kort daarna worden de omringende straten aangelegd. De laan is  bebouwd met villa's van het interbellum tot de jaren 1950, waarvan de  meeste met de achtergevel en tuin uitkijken op het Zegemeer.",Lispannenlaan (Knokke-Heist)
https://id.erfgoed.net/themas/7252,Thema,Lommergang," Recht pad tussen de Elisabetlaan en de Jozef Nellenslaan. Licht hellend, deels wandelpad. Bebouwing bestaande uit doorsnee villa's.",Lommergang (Knokke-Heist)
https://id.erfgoed.net/themas/7253,Thema,Louis Parentstraat," Loodrechte straat tussen de Zeedijk en de Graaf d'Ursellaan, ten oosten van De Kinkhoorn. Aangelegd in de jaren 1920, oorspronkelijke bebouwing gedeeltelijk bewaard: burgerhuizen in cottagestijl, soms met art-deco-invloed, vb. nr. 20. Aangevuld met appartementsgebouwen tot vier bouwlagen in modernistische stijl, vb. nrs. 5 en 11, laatste met apart uitgewerkte deurtravee. De nrs. 1 en 2, een hote",Louis Parentstraat (Knokke-Heist)
https://id.erfgoed.net/themas/7254,Thema,Maes en Boereboomplein,"Trapeziumvormig plein ten oosten van de De Vrièrestraat, aangelegd circa 1932, als marktplein voor het nieuwe stadhuis naar ontwerp van architect G. Bailyu (Heist) en F. Langeraert (Gent) (zie nummer 1).",Maes en Boereboomplein (Knokke-Heist)
https://id.erfgoed.net/themas/7255,Thema,Magere Schorre," Lange kronkelende straat aansluitend op de Helmweg ten westen en uitlopend op de Boslaan ten oosten. Gr.m. zuidelijke grens van zowel het golfterrein als van Het Zoute, aan zuidzijde palend aan Knokke-Dorp. In de 17de eeuw is door  zandverstuiving een deel van de Oude Hazegraspolder in waarde verminderd; dit is het gebied van de ""Kalfduinen"" waarvan het westelijk deel de naam ""Maeger Schorre"" kr",Magere Schorre (Knokke-Heist)
https://id.erfgoed.net/themas/7256,Thema,Margrietenpad," L-vormige straat tussen de Elisabetlaan en de Arcadelaan, aangelegd ca. 1925 in het kader van de aanleg van de villaverkaveling ten zuidoosten van de Arcadenlaan. Bebouwing bestaat uit losstaande villa's met invloeden van de art  deco en het modernisme.",Margrietenpad (Knokke-Heist)
https://id.erfgoed.net/themas/7257,Thema,Marouxdreef," Landelijke weg met grillig tracé van de Sluisstraat tot de Natiënlaan. Liep vroeger verder tot op het grondgebied van Hoeke. Naamgeving naar familie Maroux, laatste heren van het ""hof te Reigaartsvliet"" in de 17de-18de eeuw (cf. straatnaambord, hoeve aan de Hazegrasstraat). Nog enkele deels verbouwde hoeves bewaard.",Marouxdreef (Knokke-Heist)
https://id.erfgoed.net/themas/7258,Thema,Maurice Lippensplein," Druk verkeersplein ten zuiden van Knokke, gelegen in de vroegere dorpskern. Toegang tot Knokke vanaf de Natiënlaan (rijksweg), bij het station en de St.-Margarethakerk. Een achttal straten geven uit op het plein. Genoemd naar Maurice Lippens (overleden in 1956), stichter van het Zoute als badplaats, gouverneur van Oost-Vlaanderen, gouverneur-generaal van Kongo, voorzitter van de Compagnie (Zoute",Maurice Lippensplein (Knokke-Heist)
https://id.erfgoed.net/themas/7259,Thema,Maurice Maeterlincklaan," Gebogen laan ten oosten van de Konijnendreef uitkomend op de Zoutelaan ten zuidoosten. Vermoedelijk aangelegd ca. 1929 bij de verdere uitbouw van Het Zoute. Losstaande villabebouwing vanaf het tweede kwart van de 20ste eeuw. In art-decogetinte cottagestjl o.m. nrs. 1 naar ontwerp van architect R. Heyneman, met o.m. rondbogige inkom, grote ronde bow-window en gebruik van sigaarvormige zuilen; nr.",Maurice Maeterlincklaan (Knokke-Heist)
https://id.erfgoed.net/themas/7260,Thema,Meer van Heist," Meer komt tot stand in 1911 door graafwerken om de iets noordelijk gelegen spoorwegbedding te verbreden. Het meer wordt tijdens het interbellum uitgebaat vanuit het ""Chalet Belle-Vue""; uitbating gaat teloor na de Tweede Wereldoorlog. Nieuw leven ingeblazen in 1958 met nieuwe chalet (""Laguna""), een dierenpark rond het meer en centrum voor waterski; midden jaren zestig blijft enkel de kinderspeelt",Meer van Heist (Knokke-Heist)
https://id.erfgoed.net/themas/7261,Thema,Meerlaan," (Zie ook Heist, Duinbergen, Meerlaan) De Meerlaan loopt vanaf de knik in het zuidelijke stuk van de Koningslaan in een lange bocht naar zee, aangelegd in de jaren 1920 als één van de eerste straten van de nieuwe westelijke stadsuitbreiding. De brede laan vormde vanaf 1931 als de ""Rode Baan"" (in rode steen) de grenslijn tussen Knokke en Heist-aan-Zee, met een (nu verdwenen) grenspaal ter hoogte v",Meerlaan (Knokke-Heist)
https://id.erfgoed.net/themas/7262,Thema,Meeuwendreef," Licht gebogen straat tussen de Duinendreef en de Elisabetlaan. Straat behoort tot het verkavelingplan van Stübben; is getrokken in de eerste jaren van de 20ste eeuw. Bebouwing bestaande uit losstaande villa's overwegend in  hoevestijl, aan de oostzijde van de straat geconcipieerd met schermgevels (even nrs.). ",Meeuwendreef (Knokke-Heist)
https://id.erfgoed.net/themas/7263,Thema,Moefe," Rechte straat tussen de Pannenstraat en de Knokkestraat, vroeger ""Mouffenstraat"". Ca. 1880 begint men doorheen het perceel B 225, ca. 100 m. ten oosten van de Bakkersstraat, een rij huisjes te bouwen. Daarbij worden moeffen  gebruikt uit de afbraak van de oude kerk in 1879 die ter hoogte van het huidige station (Koudekerke) te situeren was. Een moeffe is een baksteen van een zeer groot formaat. ",Moefe (Knokke-Heist)
https://id.erfgoed.net/themas/7264,Thema,Monnikendreef," Straat met een recht tracé vanaf de Sacramentsstraat, over de Kalvekeetdijk. Naamgeving mogelijk naar de monniken van Vaucelles die een aantal hoeves in Westkapelle (o.m. de ""Kleine Keuvelhoeve"") en Knokke bezaten.",Monnikendreef (Knokke-Heist)
https://id.erfgoed.net/themas/7265,Thema,Natiënlaan, Ca. 1935 aangelegde verbindingsweg (Rijksweg) tussen Maldegem en Knokke. Het noordelijk gedeelte van de weg gaat terug op de rechtgetrokken Knoksesteenweg van ca. 1860. Grosso modo geconcentreerde bebouwing met villa's en grootschalige recente handelspanden.,Natiënlaan (Knokke-Heist)
https://id.erfgoed.net/themas/7266,Thema,Nederenheerweg," Eerste naamsvermelding in 1577, etymologisch te verklaren als een heerweg die laag gelegen is tegenover de nabije Greveningedijk. COORNAERT M., Westkapelle en Ramskapelle: de geschiedenis, de topografie en de  toponimie van Westkapelle en Ramskapelle met een studie over de Brugse Tegelrie, Tielt, 1981, p. 436.",Nederenheerweg (Knokke-Heist)
https://id.erfgoed.net/themas/7267,Thema,Nestor de Tièrestraat,"  Rechte oostweststraat tussen de Lippenslaan en de Koningslaan,  aangelegd ca. 1900 bij de ontwikkeling van de badplaats Knokke. Grenst het  voormalige Duinenpark aan de noordkant af. De straat is genoemd naar de  Vlaamse toneelschrijver N. de Tière (1856-1920) die hier een villa had.  Het straatbeeld wordt bepaald door interbellumburgerhuizen in  traditionele, pittoreske stijl: talrijke topgeve",Nestor de Tièrestraat (Knokke-Heist)
https://id.erfgoed.net/themas/7268,Thema,Nicolas Mengélaan," Liep langs de zuidkant van de spoorweg Blankenberge-Heist (aangelegd tussen 1866 en 1868), getrokken in de jaren 1880 van de Kursaalstraat tot de Vuurtorenstraat. N. Mengé is burgemeester van Heist van 1855 tot 1885. Ca. 1930  wordt de Nicolaas Mengélaan doorgetrokken tot aan de Heistlaan. Basisbebouwing enkel aan zuidzijde van de straat, bestaande uit eind 19de-eeuwse burgerhuizen, grotendeels ",Nicolas Mengélaan (Knokke-Heist)
https://id.erfgoed.net/themas/7269,Thema,Nieuwe-Hazegrasdijk," Rechte, korte straat tussen het Oosthoekplein en de Hazegraspolderdijk; gedeelte van de bedijking die in 1784 aangelegd wordt door F.-P. Lippens, bij de indijking van de Nieuwe Hazegraspolder. Aansluitend bij het Oosthoekplein, aaneengesloten rijbebouwing uit de eerste helft van de 20ste eeuw. Vanaf de Rijkswachtlaan, eenheidsbebouwing van vier art-decogetinte villa's uit het interbellum, o.m. w",Nieuwe-Hazegrasdijk (Knokke-Heist)
https://id.erfgoed.net/themas/7270,Thema,Nieuwpoortstraat (Knokke - Bad)," (zie ook Het Zoute, Nieuwpoortstraat) Oostelijke, rechte straat van de ruitvormige verkaveling van het consortium Verwee-Van Bunnen-Dumortier van 1887, op het plan aangeduid als ""Rue W"". Loopt van de Kustlaan tot de Zoutelaan. Wordt pas vanaf het interbellum bebouwd. De oostkant van de straat (even nummers) sluit qua bebouwing aan bij het Zoute en bestaat voor een belangrijk deel uit tuinzijdes ",Nieuwpoortstraat (Knokke-Heist)
https://id.erfgoed.net/themas/7359,Thema,Nieuwpoortstraat (Knokke - Het Zoute)," (zie ook Knokke-Bad, Nieuwpoortstraat) Oostelijke, rechte straat van de ruitvormige verkaveling van het consortium Verwee-Van Bunnen-Dumortier van 1887, op het plan aangeduid als ""Rue W"". Loopt  van de Zoutelaan tot de Kustlaan. In 1911 bouw van de ""St. George Anglican Church"" op de hoek met het Franspad en de Zoutelaan (cf. Zoutelaan) naar ontwerp van architect A. Pirenne, ter vervanging van de",Nieuwpoortstraat (Knokke-Heist)
https://id.erfgoed.net/themas/7271,Thema,Nieuwstraat," Kronkelende landelijke weg van de Natiënlaan tot de Westkapellestraat, als onverhard wandelpad reeds gr.m. aangeduid op de Ferrariskaart (1770-1778). In 1792 wordt de verbinding tussen de dorpskom van Knokke en de weg naar Ramskapelle ingekort door de ontwikkeling van de Nieuwstraat langsheen dit tracé. Aansluitend bij de Natiënlaan, bebouwing uit het begin van de 20ste eeuw, bestaande uit een r",Nieuwstraat (Knokke-Heist)
https://id.erfgoed.net/themas/7272,Thema,Noordstraat," Licht gebogen straat tussen de Westkapellestraat en de Knokkestraat. Aangelegd ca. 1890 bij de oostwaartse aangroei van het Oostdorp. In 1898 wordt de eerste  elektriciteitscentrale van Heist in de Noordstraat aangelegd. De zuidelijke  helft van de straat wordt ingenomen door de achterzijdes van twee scholen: het Provinciaal Maritiem Instituut en het B.G.S.O. In het noordelijke deel, kleine dorp",Noordstraat (Knokke-Heist)
https://id.erfgoed.net/themas/7273,Thema,O.-L.-Vrouwestraat," Rechte straat tussen de Kursaalstraat en de Albatrosstraat, opgenomen in het dambordpatroon tussen de Zeedijk en de Graaf d'Ursellaan. De Duinenstraat wordt ca. 1880 oostwaarts doorgetrokken tot aan de huidige August Beernaertstraat. Dit stuk krijgt de naam ""Korte Duinenstraat"", in 1893 omgedoopt naar de huidige naam, naar Onze-Lieve-Vrouw, die in de nabijgelegen Visserskapel wordt vereerd. Het ",O.-L.-Vrouwstraat (Knokke-Heist)
https://id.erfgoed.net/themas/7274,Thema,Ommegang, Straat met aaneengesloten bebouwing als 'ommegang' ten noorden en ten oosten van de Sint-Vincentiuskerk met kerkhof. De ommegang ontleent zijn karakter aan de afzomende beuken. Voornamelijk breedhuizen onder pannen zadeldaken uit het eerste kwart van de 20ste eeuw. Nr. 8: huis in de trant van de nieuwe zakelijkheid uit de jaren 1930.,Ommegang (Knokke-Heist)
https://id.erfgoed.net/themas/7275,Thema,Oosthoekplein," Langwerpig plein waar de Zoutelaan, de Paulusstraat, de Hazegrasstraat en de Nieuwe Hazegrasdijk samenkomen. Pleintje ontstaat in de 19de eeuw in de Oosthoek, een woonconcentratie ten oosten van het oude Sint-Paulusfort (1627-1783).  Het pleintje is centraal beplant met gras en bomen. De bebouwing bestaat uit lage dorpswoningen, meestal met lijstgevels, in kern waarschijnlijk laat-19de-eeuws; nr",Oosthoekplein (Knokke-Heist)
https://id.erfgoed.net/themas/7276,Thema,Oostkerkestraat," Landelijke weg in het verlengde van de Dorpsstraat, als verbinding met Oostkerke. Voor de aanleg van de ""Brugse Steenweg"" in 1759 de kortste weg van Westkapelle naar Brugge. COORNAERT M., Westkapelle en Ramskapelle: de geschiedenis, de topografie en de  toponimie van Westkapelle en Ramskapelle met een studie over de Brugse Tegelrie, Tielt, 1981, p. 401.",Oostkerkestraat (Knokke-Heist)
https://id.erfgoed.net/themas/7277,Thema,Oud-Zoute,  Kort smal doodlopend straatje ten zuidoosten van de Emile  Verhaerenlaan. Gelegen in de driehoek Emile  Verhaerenlaan/Sparrendreef/Amerikapad waar in de eerste helft van de 19de  eeuw de kern ontstaat van het oude gehucht Het Zoute. Pas aangelegd bij de  uitbouw van Het Zoute in het eerste kwart van de 20ste eeuw. Aan oostzijde  vnl. achtergevels en garages van panden in de Emile Verhaerenlaan;,Oud-Zoute (Knokke-Heist)
https://id.erfgoed.net/themas/7278,Thema,Oude Sabsweg," Landelijke kronkelende straat vanaf de Natiënlaan (oorspronkelijk vanaf de Hoekestraat), splitst zich op in een tak naar Hoeke/ Oostkerke en een doodlopende tak tot de Zwinnevaart. Liep naar het Tiendenhof van de Oostkerkse  Sint-Kwintinsabdij en zou te verklaren zijn als ""des abts weg"". COORNAERT M., Westkapelle en Ramskapelle: de geschiedenis, de topografie en de toponimie van Westkapelle en R",Oude Sabsweg (Knokke-Heist)
https://id.erfgoed.net/themas/7279,Thema,Pannenstraat," Gebogen straat die Heist van west naar oost doorkruist tussen de Kursaalstraat en de Knokkestraat. Loopt door de Pannenpolder, genoemd naar de ""Grote Panne"" in de duinen voor Heist. Vanaf 1875 is dit de nieuwe naam voor de ""Panneslag"" tot aan de Vissersstraat; ca. 1899 gaat de ""Pannenstraat"" tot aan de dan net gebouwde neogotische gemeenteschool n.o.v. architect R. Buyck (cf. nr. 134, beschermd ",Pannenstraat (Knokke-Heist)
https://id.erfgoed.net/themas/7280,Thema,Pastoor de Neveplein," Doodlopende straat ten zuiden van de kerkomtrek, naamgeving naar pastoor die in 1798 verbannen werd naar Frans Guyana.",Pastoor de Neveplein (Knokke-Heist)
https://id.erfgoed.net/themas/7281,Thema,Pastoor Opdedrinckplein," Plein bij de nieuwe kerk ""Onbevlekt Hart van Maria en van Margaretha"", gebouwd in 1958. Genoemd naar pastoor Juliaan Opdedrinck (1851-1921), de eerste historicus die zich met de geschiedenis van Knokke bezighield (""Knocke,  histoire et souvenirs""). Waar de Koningslaan uitkomt op het plein is een parkje ingericht: op deze plaats stond vroeger de molen van bakker Lievens (1855-1932), één van de be",Pastoor Opdedrinckplein (Knokke-Heist)
https://id.erfgoed.net/themas/7282,Thema,Paul Parmentierlaan,"  Rechte noordzuidlaan in Knokke-Bad, loopt vanuit het dorp recht naar  zee, evenwijdig met de Lippenslaan. In de 19de eeuw wordt de scheiding  tussen de gronden van Serweytens en van de groep Lippens (Zoutepolder)  aangeduid door twee palen van de kerk recht naar de zee, in de as van de  latere Paul Parmentierlaan. Het noordelijke gedeelte wordt aangelegd begin  20ste eeuw, pas in 1939 doorgetro",Paul Parmentierlaan (Knokke-Heist)
https://id.erfgoed.net/themas/7283,Thema,Paulusstraat," Rechte straat, in 1871-1872 aangelegd als verbinding tussen de Oosthoek en de Graaf Jansdijk, dwars door de Oude Hazegraspolder. Genoemd naar het Sint-Paulusfort bij Oosthoek; vroegere benamingen zijn ""Hazegrassteenweg"" of  ""Oosthoekstraat"". Schaarse bebouwing, met enkele kleine boerenarbeidershuisjes, o.m. nr. 101, witgekalkte lage woning onder zadeldak met Vlaamse pannen, licht getoogde muurop",Paulusstraat (Knokke-Heist)
https://id.erfgoed.net/themas/7284,Thema,Pepersstraat," Korte rechte straat tussen de Piers de Raveschootlaan en de Albertlaan. Eén van de oudste straten van Knokke, die deel uitmaakte van het oude dorp. De straat is genoemd naar de familie Pepers, 19de-eeuwse bewoners van de straat. De bebouwing bestaat uit lage dorpswoningen van één of twee bouwlagen en twee of drie traveeën onder zadeldak; meestal nok // straat. Er zijn restanten van de oude, 19de",Pepersstraat (Knokke-Heist)
https://id.erfgoed.net/themas/7285,Thema,Petunialaan," Licht kronkelende laan tussen de Duinbergenlaan en de Bocheldreef, aan de oostkant het Stübbenpark begrenzend. Behoort tot het verkavelingplan van Stübben, aangelegd als ""Parklaan"" in de eerste jaren van de 20ste eeuw. Toen  gedomineerd door de heel grillige dubbele villa ""Les Clochetons"" en  ""Pimponnette"", waarop waarschijnlijk enkel de benaming van de nrs. 4-6 teruggaat. De bebouwing bestaat u",Petunialaan (Knokke-Heist)
https://id.erfgoed.net/themas/7286,Thema,Piers de Raveschootlaan (Knokke - Bad)," (zie ook Het Zoute, Piers de Raveschootlaan) Noordzuidstraat als grens tussen Knokke-Bad en Het Zoute; loopt van de Sebastiaan Nachtegaelestraat tot de Zoutelaan. Straat wordt getrokken ca. 1900,  in het kader van de uitbouw van Knokke als badstad; het zuidelijke stukje maakt reeds deel uit van het 19de-eeuws stratenpatroon van het dorp Knokke. Genoemd naar de familie Piers de Raveschoot, die va",Piers de Raveschootlaan (Knokke-Heist)
https://id.erfgoed.net/themas/7360,Thema,Piers de Raveschootlaan (Knokke - Het Zoute),"  (zie ook Knokke-Bad, Piers de Raveschootlaan) Noord-zuid verlopende  straat evenwijdig met de Lippenslaan, als grens tussen Knokke-Bad en Het  Zoute; loopt van de Sebastiaan Nachtegaelestraat tot de Zoutelaan. Straat  wordt getrokken ca. 1900 in het kader van de uitbouw van Knokke als  badstad. Het zuidelijke stukje maakt reeds deel uit van het 19de-eeuws  stratenpatroon van het dorp Knokke. He",Piers de Raveschootlaan (Knokke-Heist)
https://id.erfgoed.net/themas/7287,Thema,Polderstraat," Rechte straat tussen de Knokkestraat en de Pannenstraat, aangelegd kort voor de Eerste Wereldoorlog op het tracé van de vroegere landweg de ""Wulpse Weg"", die van de Oostmolen op de Evendijk (Westkapellestraat) door de Oudemaarspolder naar de oudste zeedijk liep. Op dit punt stak men over naar het eiland Wulpen. Bebouwing bestaande uit bescheiden dorpswoningen uit de eerste helft van de 20ste eeu",Polderstraat (Knokke-Heist)
https://id.erfgoed.net/themas/7288,Thema,Poolspad,"  Recht pad vanaf de Emile Verhaerenlaan tot aan het Professor Corneel  Heymansplein, waar het zich opsplitst in twee gebogen paden die uitkomen  op het Britspad ten oosten en westen van het plein. Net als de Fochlaan  voorheen z.g. Zoutepad. Aangelegd vóór de Eerste Wereldoorlog bij de  initiële uitbouw van Het Zoute. Losstaande villabebouwing in cottagestijl  vnl. uit het tweede kwart van de 20",Poolspad (Knokke-Heist)
https://id.erfgoed.net/themas/7289,Thema,Poststraat," Rechte straat tussen de Duinbergenlaan en de Jozef Nellenslaan, waar het voormalige postgebouw van Duinbergen zich bevindt (hoek Heuvelpad, sinds 1998  leegstaand). Straat behoort tot de verkaveling van Stübben, aangelegd in de  eerste jaren van de 20ste eeuw. Aan zuidzijde, aansluitende bebouwing met rijhuizen horend bij de dorpssite rond de Christus-Koningkapelkerk (nrs. 6-32); noordzijde, enk",Poststraat (Knokke-Heist)
https://id.erfgoed.net/themas/7290,Thema,Prins Filiplaan," Lange gr.m. rechte laan ten oosten van de Sparrendreef, vanaf de Tamarikslaan met gebogen verloop tot aan de Astridlaan. Aangelegd ca. 1909 bij de initiële uitbouw van Het Zoute. De noordzijde vormt de begrenzing van het huidig  minigolfterrein, in 1950-1951 aangelegd tussen de Prins Filiplaan, het Braambessen- en Vlierpad en de Prinses Paolalaan, eertijds ook gekend onder de benaming ""Groenplei",Prins Filiplaan (Knokke-Heist)
https://id.erfgoed.net/themas/7291,Thema,Prins Karellaan,"  Lange kronkelende laan vertrekkend van de Zoutelaan ten westen tot  de Konijnendreef-Maurice Maeterlincklaan ten oosten. Aangelegd in 1929 bij  de verdere uitbouw van Het Zoute. Bebouwing bestaande uit losstaande  villa's uit vnl. het tweede kwart van de 20ste eeuw. Opgetrokken in  cottagestijl o.m. nr. 5 ""Granny's Corner"" (1928) naar ontwerp  van architect J. Peters, thans gerenoveerd; nr. 12 ",Prins Karellaan (Knokke-Heist)
